GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
HISTONE H4 ACETYLATION%GOBP%GO:0043967	33	13	1
NUCLEOBASE-CONTAINING SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0034656	33	13	1
CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122	33	13	1
BMP SIGNALLING PATHWAY%HUMANCYC%REACT_12034.NULL	5	2	1
SUPEROXIDE RADICALS DEGRADATION%HUMANCYC%DETOX1-PWY	5	2	1
SPERMINE AND SPERMIDINE DEGRADATION I%HUMANCYC%PWY-6117	5	2	1
NAD BIOSYNTHESIS FROM 2-AMINO-3-CARBOXYMUCONATE SEMIALDEHYDE%HUMANCYC%PWY-5653	5	2	1
ZYMOSTEROL BIOSYNTHESIS%HUMANCYC%PWY-6074	5	2	1
TRYPTOPHAN DEGRADATION TO 2-AMINO-3-CARBOXYMUCONATE SEMIALDEHYDE%HUMANCYC%PWY-5651	5	2	1
FATTY ACID ACTIVATION%HUMANCYC%PWY-5143	5	2	1
UDP-<I>N< I>-ACETYL-D-GLUCOSAMINE BIOSYNTHESIS II%HUMANCYC%UDPNACETYLGALSYN-PWY	5	2	1
TRYPTOPHAN DEGRADATION X (MAMMALIAN, VIA TRYPTAMINE)%HUMANCYC%PWY-6307	5	2	1
ST_IL_13_PATHWAY%MSIGDB_C2%ST_IL_13_PATHWAY	5	2	1
BIOCARTA_GABA_PATHWAY%MSIGDB_C2%BIOCARTA_GABA_PATHWAY	5	2	1
ST_INTERLEUKIN_13_PATHWAY%MSIGDB_C2%ST_INTERLEUKIN_13_PATHWAY	5	2	1
ATF4 ACTIVATES GENES%REACTOME%R-HSA-380994.1	5	2	1
TRANSPORT OF FATTY ACIDS%REACTOME DATABASE ID RELEASE 65%804914	5	2	1
TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME DATABASE ID RELEASE 65%159230	5	2	1
SYNTHESIS OF (16-20)-HYDROXYEICOSATETRAENOIC ACIDS (HETE)%REACTOME%R-HSA-2142816.1	5	2	1
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF MYELOID CELLS%REACTOME DATABASE ID RELEASE 65%8939246	5	2	1
FRUCTOSE METABOLISM%REACTOME%R-HSA-5652084.5	5	2	1
DISEASES OF MISMATCH REPAIR (MMR)%REACTOME DATABASE ID RELEASE 65%5423599	5	2	1
ORGANIC CATION ANION ZWITTERION TRANSPORT%REACTOME%R-HSA-549132.1	5	2	1
TFAP2A ACTS AS A TRANSCRIPTIONAL REPRESSOR DURING RETINOIC ACID INDUCED CELL DIFFERENTIATION%REACTOME%R-HSA-8869496.2	5	2	1
TRANSPORT OF GAMMA-CARBOXYLATED PROTEIN PRECURSORS FROM THE ENDOPLASMIC RETICULUM TO THE GOLGI APPARATUS%REACTOME DATABASE ID RELEASE 65%159763	5	2	1
PRE-NOTCH PROCESSING IN THE ENDOPLASMIC RETICULUM%REACTOME%R-HSA-1912399.2	5	2	1
HISTIDINE CATABOLISM%REACTOME%R-HSA-70921.3	5	2	1
ACTIVATION OF RAS IN B CELLS%REACTOME%R-HSA-1169092.1	5	2	1
MET ACTIVATES PI3K AKT SIGNALING%REACTOME%R-HSA-8851907.1	5	2	1
TRANSPORT OF NUCLEOSIDES AND FREE PURINE AND PYRIMIDINE BASES ACROSS THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 65%83936	5	2	1
RRNA MODIFICATION IN THE MITOCHONDRION%REACTOME DATABASE ID RELEASE 65%6793080	5	2	1
HDL ASSEMBLY%REACTOME DATABASE ID RELEASE 65%8963896	5	2	1
SCAVENGING BY CLASS F RECEPTORS%REACTOME DATABASE ID RELEASE 65%3000484	5	2	1
CLEARANCE OF NUCLEAR ENVELOPE MEMBRANES FROM CHROMATIN%REACTOME%R-HSA-2993913.1	5	2	1
FASL  CD95L SIGNALING%REACTOME%R-HSA-75157.2	5	2	1
SUMO IS CONJUGATED TO E1 (UBA2:SAE1)%REACTOME DATABASE ID RELEASE 65%3065676	5	2	1
PROTEIN REPAIR%REACTOME DATABASE ID RELEASE 65%5676934	5	2	1
ALPHA-OXIDATION OF PHYTANATE%REACTOME DATABASE ID RELEASE 65%389599	5	2	1
ORGANIC CATION TRANSPORT%REACTOME%R-HSA-549127.1	5	2	1
SODIUM CALCIUM EXCHANGERS%REACTOME%R-HSA-425561.1	5	2	1
GDP-FUCOSE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 65%6787639	5	2	1
DISINHIBITION OF SNARE FORMATION%REACTOME%R-HSA-114516.4	5	2	1
HISTIDINE CATABOLIC PROCESS%GOBP%GO:0006548	5	2	1
NEGATIVE REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0045916	5	2	1
PHOSPHOLIPID HOMEOSTASIS%GOBP%GO:0055091	5	2	1
NEGATIVE REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060546	5	2	1
RESPONSE TO GLYCOPROTEIN%GOBP%GO:1904587	5	2	1
CRANIAL NERVE MORPHOGENESIS%GOBP%GO:0021602	5	2	1
POSITIVE REGULATION OF MICROTUBULE MOTOR ACTIVITY%GOBP%GO:2000576	5	2	1
POSITIVE REGULATION BY HOST OF VIRAL RELEASE FROM HOST CELL%GOBP%GO:0044791	5	2	1
LYSINE CATABOLIC PROCESS%GOBP%GO:0006554	5	2	1
POSITIVE REGULATION OF NATURAL KILLER CELL CHEMOTAXIS%GOBP%GO:2000503	5	2	1
NEGATIVE REGULATION OF CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0090206	5	2	1
CORONARY ARTERY MORPHOGENESIS%GOBP%GO:0060982	5	2	1
CELLULAR LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0097384	5	2	1
REGULATION OF SECONDARY METABOLITE BIOSYNTHETIC PROCESS%GOBP%GO:1900376	5	2	1
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION%GOBP%GO:0032823	5	2	1
REGULATION OF INTERLEUKIN-2 SECRETION%GOBP%GO:1900040	5	2	1
REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED%GOBP%GO:2000580	5	2	1
REGULATION OF DOPAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051584	5	2	1
RESPONSE TO GONADOTROPIN%GOBP%GO:0034698	5	2	1
RESPONSE TO DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0072423	5	2	1
MODULATION BY HOST OF VIRAL RELEASE FROM HOST CELL%GOBP%GO:0044789	5	2	1
CELLULAR RESPONSE TO COLD%GOBP%GO:0070417	5	2	1
LENS MORPHOGENESIS IN CAMERA-TYPE EYE%GOBP%GO:0002089	5	2	1
SPLICEOSOMAL CONFORMATIONAL CHANGES TO GENERATE CATALYTIC CONFORMATION%GOBP%GO:0000393	5	2	1
TUBULIN COMPLEX ASSEMBLY%GOBP%GO:0007021	5	2	1
NEGATIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046325	5	2	1
NEGATIVE REGUATION OF STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0106119	5	2	1
POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0046628	5	2	1
OMEGA-HYDROXYLASE P450 PATHWAY%GOBP%GO:0097267	5	2	1
NEGATIVE REGULATION OF OSTEOBLAST PROLIFERATION%GOBP%GO:0033689	5	2	1
CELLULAR TRIGLYCERIDE HOMEOSTASIS%GOBP%GO:0035356	5	2	1
CELLULAR PHOSPHATE ION HOMEOSTASIS%GOBP%GO:0030643	5	2	1
AMYLOID-BETA FORMATION%GOBP%GO:0034205	5	2	1
REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR-BETA SIGNALING PATHWAY%GOBP%GO:2000586	5	2	1
POSITIVE REGULATION OF DENDRITIC CELL DIFFERENTIATION%GOBP%GO:2001200	5	2	1
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903377	5	2	1
PEPTIDYL-TRYPTOPHAN MODIFICATION%GOBP%GO:0018211	5	2	1
REGULATION OF STEM CELL DIVISION%GOBP%GO:2000035	5	2	1
POSITIVE REGULATION OF LIGASE ACTIVITY%GOBP%GO:0051351	5	2	1
PROTEIN C-LINKED GLYCOSYLATION VIA 2'-ALPHA-MANNOSYL-L-TRYPTOPHAN%GOBP%GO:0018406	5	2	1
CELLULAR MONOVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0030320	5	2	1
PATTERN SPECIFICATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:0061004	5	2	1
POSITIVE REGULATION OF GASTRULATION%GOBP%GO:2000543	5	2	1
PROTEIN POLYGLUTAMYLATION%GOBP%GO:0018095	5	2	1
RENAL SYSTEM PATTERN SPECIFICATION%GOBP%GO:0072048	5	2	1
FREE UBIQUITIN CHAIN POLYMERIZATION%GOBP%GO:0010994	5	2	1
ISOPENTENYL DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009240	5	2	1
NEGATIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070874	5	2	1
REGULATION OF INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:2000659	5	2	1
POSITIVE REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060316	5	2	1
PROTEIN O-LINKED GLYCOSYLATION VIA THREONINE%GOBP%GO:0018243	5	2	1
RESPONSE TO MANGANESE ION%GOBP%GO:0010042	5	2	1
NEURONAL SIGNAL TRANSDUCTION%GOBP%GO:0023041	5	2	1
SULFIDE OXIDATION%GOBP%GO:0019418	5	2	1
CELLULAR DIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072501	5	2	1
MITOTIC DNA REPLICATION%GOBP%GO:1902969	5	2	1
POSITIVE REGULATION OF NK T CELL ACTIVATION%GOBP%GO:0051135	5	2	1
PURKINJE MYOCYTE TO VENTRICULAR CARDIAC MUSCLE CELL SIGNALING%GOBP%GO:0086029	5	2	1
GLUCOCORTICOID BIOSYNTHETIC PROCESS%GOBP%GO:0006704	5	2	1
CELLULAR TRIVALENT INORGANIC ANION HOMEOSTASIS%GOBP%GO:0072502	5	2	1
MITOCHONDRIAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0035694	5	2	1
DNA REPAIR COMPLEX ASSEMBLY%GOBP%GO:0090735	5	2	1
NEGATIVE REGULATION OF CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0045541	5	2	1
NEGATIVE REGULATION OF SISTER CHROMATID COHESION%GOBP%GO:0045875	5	2	1
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-MEDIATED PROGRAMMED CELL DEATH%GOBP%GO:1901299	5	2	1
MYOBLAST MIGRATION%GOBP%GO:0051451	5	2	1
LEUKOCYTE MIGRATION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0002523	5	2	1
POSITIVE REGULATION OF RECEPTOR CATABOLIC PROCESS%GOBP%GO:2000646	5	2	1
NEGATIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903208	5	2	1
HISTIDINE METABOLIC PROCESS%GOBP%GO:0006547	5	2	1
PROTEIN C-LINKED GLYCOSYLATION%GOBP%GO:0018103	5	2	1
FLAVIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042726	5	2	1
REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	5	2	1
VIRAL TRANSCRIPTION%GOBP%GO:0019083	5	2	1
SNORNA LOCALIZATION%GOBP%GO:0048254	5	2	1
CRD-MEDIATED MRNA STABILIZATION%GOBP%GO:0070934	5	2	1
LATERAL VENTRICLE DEVELOPMENT%GOBP%GO:0021670	5	2	1
CARNITINE TRANSPORT%GOBP%GO:0015879	5	2	1
COMMISSURAL NEURON AXON GUIDANCE%GOBP%GO:0071679	5	2	1
POSITIVE REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903142	5	2	1
NEGATIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901029	5	2	1
REGULATION OF MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1905031	5	2	1
PYRIMIDINE RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0046133	5	2	1
DORSAL/VENTRAL AXIS SPECIFICATION%GOBP%GO:0009950	5	2	1
IMIDAZOLE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0052805	5	2	1
INNER EAR RECEPTOR CELL STEREOCILIUM ORGANIZATION%GOBP%GO:0060122	5	2	1
REGULATION OF TRANSFORMING GROWTH FACTOR BETA1 PRODUCTION%GOBP%GO:0032908	5	2	1
POSITIVE REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1902093	5	2	1
ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	5	2	1
AMINO-ACID BETAINE BIOSYNTHETIC PROCESS%GOBP%GO:0006578	5	2	1
CYTOSKELETAL ANCHORING AT NUCLEAR MEMBRANE%GOBP%GO:0090286	5	2	1
OXIDATIVE DNA DEMETHYLATION%GOBP%GO:0035511	5	2	1
MODULATION OF AGE-RELATED BEHAVIORAL DECLINE%GOBP%GO:0090647	5	2	1
REGULATION OF ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0106070	5	2	1
REGULATION OF HEART RATE BY CHEMICAL SIGNAL%GOBP%GO:0003062	5	2	1
OXYGEN HOMEOSTASIS%GOBP%GO:0032364	5	2	1
PROTEIN K29-LINKED UBIQUITINATION%GOBP%GO:0035519	5	2	1
NEGATIVE REGULATION OF PROTEIN ACTIVATION CASCADE%GOBP%GO:2000258	5	2	1
SPHINGOSINE-1-PHOSPHATE SIGNALING PATHWAY%GOBP%GO:0003376	5	2	1
SPHINGOLIPID MEDIATED SIGNALING PATHWAY%GOBP%GO:0090520	5	2	1
CHROMATIN SILENCING AT TELOMERE%GOBP%GO:0006348	5	2	1
CARDIAC CONDUCTION SYSTEM DEVELOPMENT%GOBP%GO:0003161	5	2	1
DOUBLE-STRAND BREAK REPAIR VIA SYNTHESIS-DEPENDENT STRAND ANNEALING%GOBP%GO:0045003	5	2	1
REGULATION OF BASEMENT MEMBRANE ORGANIZATION%GOBP%GO:0110011	5	2	1
POSITIVE REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035360	5	2	1
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	5	2	1
ASTROCYTE ACTIVATION%GOBP%GO:0048143	5	2	1
DNA RECOMBINASE ASSEMBLY%GOBP%GO:0000730	5	2	1
POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000767	5	2	1
STORE-OPERATED CALCIUM ENTRY%GOBP%GO:0002115	5	2	1
NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010917	5	2	1
SULFIDE OXIDATION, USING SULFIDE:QUINONE OXIDOREDUCTASE%GOBP%GO:0070221	5	2	1
INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0035773	5	2	1
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038033	5	2	1
NEGATIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045602	5	2	1
REGULATION OF CATECHOLAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051940	5	2	1
NEGATIVE REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003085	5	2	1
ALDITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0052646	5	2	1
POSITIVE REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901552	5	2	1
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	5	2	1
STRAND INVASION%GOBP%GO:0042148	5	2	1
POSITIVE REGULATION OF ACROSOME REACTION%GOBP%GO:2000344	5	2	1
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0031659	5	2	1
RESPONSE TO DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0072402	5	2	1
DETECTION OF LIGHT STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050962	5	2	1
POSITIVE REGULATION OF DNA LIGATION%GOBP%GO:0051106	5	2	1
PERICARDIUM MORPHOGENESIS%GOBP%GO:0003344	5	2	1
REGULATION OF NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070424	5	2	1
SALIVARY GLAND MORPHOGENESIS%GOBP%GO:0007435	5	2	1
CEREBELLAR GRANULAR LAYER DEVELOPMENT%GOBP%GO:0021681	5	2	1
TELOMERIC D-LOOP DISASSEMBLY%GOBP%GO:0061820	5	2	1
POSITIVE REGULATION OF ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED%GOBP%GO:2000582	5	2	1
POSITIVE REGULATION OF PROTEIN POLYUBIQUITINATION%GOBP%GO:1902916	5	2	1
REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010988	5	2	1
POSITIVE REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:1903862	5	2	1
ROUNDABOUT SIGNALING PATHWAY%GOBP%GO:0035385	5	2	1
LONG TERM SYNAPTIC DEPRESSION%GOBP%GO:0060292	5	2	1
FERRIC IRON IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098706	5	2	1
ISOPENTENYL DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0046490	5	2	1
CARNITINE BIOSYNTHETIC PROCESS%GOBP%GO:0045329	5	2	1
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%GOBP%GO:2000823	5	2	1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010918	5	2	1
POSITIVE REGULATION OF TRIGLYCERIDE LIPASE ACTIVITY%GOBP%GO:0061365	5	2	1
TRNA THIO-MODIFICATION%GOBP%GO:0034227	5	2	1
REGULATION OF T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL%GOBP%GO:2001188	5	2	1
NEGATIVE REGULATION OF INTERLEUKIN-6 SECRETION%GOBP%GO:1900165	5	2	1
REGULATION OF HYDROGEN PEROXIDE-INDUCED NEURON DEATH%GOBP%GO:1903207	5	2	1
SULFUR AMINO ACID TRANSPORT%GOBP%GO:0000101	5	2	1
BROWN FAT CELL DIFFERENTIATION%GOBP%GO:0050873	5	2	1
POSITIVE REGULATION OF NEUROTRANSMITTER UPTAKE%GOBP%GO:0051582	5	2	1
POSITIVE REGULATION OF TRIGLYCERIDE CATABOLIC PROCESS%GOBP%GO:0010898	5	2	1
REGULATION OF MDA-5 SIGNALING PATHWAY%GOBP%GO:0039533	5	2	1
POSITIVE REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901098	5	2	1
REGULATION OF CARDIOBLAST DIFFERENTIATION%GOBP%GO:0051890	5	2	1
NEGATIVE REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010985	5	2	1
DETECTION OF LIGHT STIMULUS INVOLVED IN VISUAL PERCEPTION%GOBP%GO:0050908	5	2	1
PROTEIN K27-LINKED UBIQUITINATION%GOBP%GO:0044314	5	2	1
POSITIVE REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904261	5	2	1
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071635	5	2	1
REGULATION OF PRO-B CELL DIFFERENTIATION%GOBP%GO:2000973	5	2	1
PROTEIN C-LINKED GLYCOSYLATION VIA TRYPTOPHAN%GOBP%GO:0018317	5	2	1
RESPONSE TO UV-A%GOBP%GO:0070141	5	2	1
PULMONARY ARTERY MORPHOGENESIS%GOBP%GO:0061156	5	2	1
FAT-SOLUBLE VITAMIN CATABOLIC PROCESS%GOBP%GO:0042363	5	2	1
NEGATIVE REGULATION OF HEART RATE%GOBP%GO:0010459	5	2	1
DNA PROTECTION%GOBP%GO:0042262	5	2	1
REGULATION OF ACROSOME REACTION%GOBP%GO:0060046	5	2	1
REGULATION OF BASEMENT MEMBRANE ASSEMBLY INVOLVED IN EMBRYONIC BODY MORPHOGENESIS%GOBP%GO:1904259	5	2	1
FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	5	2	1
PLASMA MEMBRANE RAFT ASSEMBLY%GOBP%GO:0044854	5	2	1
PHENYLALANYL-TRNA AMINOACYLATION%GOBP%GO:0006432	5	2	1
SALIVARY GLAND DEVELOPMENT%GOBP%GO:0007431	5	2	1
NUCLEAR RETENTION OF PRE-MRNA AT THE SITE OF TRANSCRIPTION%GOBP%GO:0071033	5	2	1
NEGATIVE REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0045988	5	2	1
AMP METABOLIC PROCESS%GOBP%GO:0046033	5	2	1
RESPONSE TO CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0072396	5	2	1
PROTEIN O-LINKED FUCOSYLATION%GOBP%GO:0036066	5	2	1
IMIDAZOLE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0052803	5	2	1
INOSITOL PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0032958	5	2	1
SIALYLATION%GOBP%GO:0097503	5	2	1
STRIATED MUSCLE ADAPTATION%GOBP%GO:0014888	5	2	1
VISUAL LEARNING%GOBP%GO:0008542	5	2	1
FRUCTOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006002	5	2	1
CELLULAR RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0071225	5	2	1
NEGATIVE REGULATION OF AMYLOID PRECURSOR PROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0042985	5	2	1
NEGATIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS%GOBP%GO:0045719	5	2	1
POSITIVE REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0032056	5	2	1
NEGATIVE REGULATION OF DNA ENDOREDUPLICATION%GOBP%GO:0032876	5	2	1
REGULATION OF INTERFERON-GAMMA SECRETION%GOBP%GO:1902713	5	2	1
NEGATIVE REGULATION OF VITAMIN D BIOSYNTHETIC PROCESS%GOBP%GO:0010957	5	2	1
CELLULAR ANION HOMEOSTASIS%GOBP%GO:0030002	5	2	1
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051006	5	2	1
REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1901317	5	2	1
HEART TRABECULA FORMATION%GOBP%GO:0060347	5	2	1
PHOSPHATE ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035435	5	2	1
POSITIVE REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010886	5	2	1
POSITIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000321	5	2	1
PARTURITION%GOBP%GO:0007567	5	2	1
SEGMENT SPECIFICATION%GOBP%GO:0007379	5	2	1
FUCOSYLATION%GOBP%GO:0036065	5	2	1
MULTICELLULAR ORGANISMAL IRON ION HOMEOSTASIS%GOBP%GO:0060586	5	2	1
AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	5	2	1
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	5	2	1
NERVE GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038180	5	2	1
AMINO-ACID BETAINE TRANSPORT%GOBP%GO:0015838	5	2	1
PLASMA MEMBRANE RAFT ORGANIZATION%GOBP%GO:0044857	5	2	1
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:1905461	5	2	1
NEGATIVE REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0045835	5	2	1
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951	265	109	1
REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	145	59	1
PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY	65	26	1
UNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:0033559	65	26	1
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS%MSIGDB_C2%ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	38	15	1
CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198	38	15	1
CELLULAR RESPONSE TO DSRNA%GOBP%GO:0071359	38	15	1
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	38	15	1
D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM%HUMANCYC%PWY-6367	18	7	1
BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	18	7	1
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 65%73980	18	7	1
RNA POLYMERASE III CHAIN ELONGATION%REACTOME%R-HSA-73780.2	18	7	1
MOLTING CYCLE%GOBP%GO:0042303	18	7	1
NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687	18	7	1
FACE DEVELOPMENT%GOBP%GO:0060324	18	7	1
POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010800	18	7	1
REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	18	7	1
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	18	7	1
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	18	7	1
HAIR CYCLE%GOBP%GO:0042633	18	7	1
REGULATION OF CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0099623	18	7	1
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0032515	18	7	1
ORGANIC CATION TRANSPORT%GOBP%GO:0015695	18	7	1
PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986	18	7	1
NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000272	18	7	1
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051154	18	7	1
MODULATION BY VIRUS OF HOST PROCESS%GOBP%GO:0019054	18	7	1
MEMBRANE LIPID CATABOLIC PROCESS%GOBP%GO:0046466	18	7	1
