GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
BIOCARTA_CHEMICAL_PATHWAY%MSIGDB_C2%BIOCARTA_CHEMICAL_PATHWAY	22	9	0.642
BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY	22	9	0.642
PID_NFKAPPAB_CANONICAL_PATHWAY%MSIGDB_C2%PID_NFKAPPAB_CANONICAL_PATHWAY	22	9	0.642
ST_GA12_PATHWAY%MSIGDB_C2%ST_GA12_PATHWAY	22	9	0.642
BIOCARTA_RAC1_PATHWAY%MSIGDB_C2%BIOCARTA_RAC1_PATHWAY	22	9	0.642
BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY	22	9	0.642
BIOCARTA_IL6_PATHWAY%MSIGDB_C2%BIOCARTA_IL6_PATHWAY	22	9	0.642
CALMODULIN INDUCED EVENTS%REACTOME DATABASE ID RELEASE 65%111933	22	9	0.642
CAM PATHWAY%REACTOME DATABASE ID RELEASE 65%111997	22	9	0.642
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME DATABASE ID RELEASE 65%71403	22	9	0.642
PORPHYRIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006778	22	9	0.642
REGULATION OF CAMP-MEDIATED SIGNALING%GOBP%GO:0043949	22	9	0.642
MITOCHONDRION LOCALIZATION%GOBP%GO:0051646	22	9	0.642
FOLIC ACID-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006760	22	9	0.642
NEUROPEPTIDE SIGNALING PATHWAY%GOBP%GO:0007218	22	9	0.642
POSITIVE REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070304	109	45	0.644
SIGNAL RELEASE%GOBP%GO:0023061	85	35	0.644
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION%GOBP%GO:0050806	44	18	0.645
POSITIVE REGULATION OF CELL DEVELOPMENT%GOBP%GO:0010720	219	91	0.647
VISUAL PHOTOTRANSDUCTION%REACTOME%R-HSA-2187338.1	61	25	0.647
NEGATIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902904	61	25	0.647
ENKEPHALIN RELEASE%PANTHER PATHWAY%P05913	27	11	0.648
OPIOID PROOPIOMELANOCORTIN PATHWAY%PANTHER PATHWAY%P05917	27	11	0.648
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE DURING HIV INFECTION%REACTOME%R-HSA-167160.2	27	11	0.648
RESOLUTION OF D-LOOP STRUCTURES%REACTOME%R-HSA-5693537.1	27	11	0.648
PI3K CASCADE%REACTOME DATABASE ID RELEASE 65%109704	27	11	0.648
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME DATABASE ID RELEASE 65%163359	27	11	0.648
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME DATABASE ID RELEASE 65%77075	27	11	0.648
POSITIVE REGULATION OF ATPASE ACTIVITY%GOBP%GO:0032781	27	11	0.648
PURINE NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0006195	27	11	0.648
REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045604	27	11	0.648
REGULATION OF VIRAL RELEASE FROM HOST CELL%GOBP%GO:1902186	27	11	0.648
COFACTOR TRANSPORT%GOBP%GO:0051181	27	11	0.648
MACROMOLECULE METHYLATION%GOBP%GO:0043414	114	47	0.65
MICROTUBULE ORGANIZING CENTER ORGANIZATION%GOBP%GO:0031023	78	32	0.651
THYROTROPIN-RELEASING HORMONE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04394	49	20	0.651
GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247	49	20	0.651
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032210	49	20	0.651
REGULATION OF NEUROTRANSMITTER LEVELS%GOBP%GO:0001505	162	67	0.653
SIGNALING BY FGFR%REACTOME DATABASE ID RELEASE 65%190236	66	27	0.654
STRIATED MUSCLE CONTRACTION%GOBP%GO:0006941	66	27	0.654
BIOCARTA_AT1R_PATHWAY%MSIGDB_C2%BIOCARTA_AT1R_PATHWAY	32	13	0.654
MAP2K AND MAPK ACTIVATION%REACTOME DATABASE ID RELEASE 65%5674135	32	13	0.654
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED CELL DEATH%GOBP%GO:1903202	32	13	0.654
PROTEIN TRANSMEMBRANE IMPORT INTO INTRACELLULAR ORGANELLE%GOBP%GO:0044743	32	13	0.654
'DE NOVO' PROTEIN FOLDING%GOBP%GO:0006458	32	13	0.654
REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903115	32	13	0.654
REGULATION OF HEART RATE BY CARDIAC CONDUCTION%GOBP%GO:0086091	32	13	0.654
NEGATIVE REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900408	32	13	0.654
REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048638	107	44	0.656
HALLMARK_MTORC1_SIGNALING%MSIGDB_C2%HALLMARK_MTORC1_SIGNALING	198	82	0.657
MULTICELLULAR ORGANISMAL HOMEOSTASIS%GOBP%GO:0048871	143	59	0.657
PEPTIDYL-LYSINE MODIFICATION%GOBP%GO:0018205	155	64	0.658
PROTEIN ACETYLATION%GOBP%GO:0006473	83	34	0.658
NRAGE SIGNALS DEATH THROUGH JNK%REACTOME%R-HSA-193648.1	54	22	0.658
LIMB DEVELOPMENT%GOBP%GO:0060173	54	22	0.658
APPENDAGE DEVELOPMENT%GOBP%GO:0048736	54	22	0.658
NEGATIVE REGULATION OF PHOSPHATASE ACTIVITY%GOBP%GO:0010923	54	22	0.658
LIPID OXIDATION%GOBP%GO:0034440	54	22	0.658
I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0007249	54	22	0.658
INORGANIC ANION TRANSPORT%GOBP%GO:0015698	54	22	0.658
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:0070201	417	174	0.659
REGULATION OF CELL DEVELOPMENT%GOBP%GO:0060284	398	166	0.659
REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051052	272	113	0.659
PI3K AKT SIGNALING%REACTOME%R-HSA-1257604.7	210	87	0.659
IFN-ALPHA%IOB%IFN-ALPHA	37	15	0.659
PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY	37	15	0.659
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE	37	15	0.659
G-PROTEIN MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 65%112040	37	15	0.659
METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 65%6806667	37	15	0.659
APPENDAGE MORPHOGENESIS%GOBP%GO:0035107	37	15	0.659
REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044088	37	15	0.659
LIMB MORPHOGENESIS%GOBP%GO:0035108	37	15	0.659
REGULATION OF DENDRITE MORPHOGENESIS%GOBP%GO:0048814	37	15	0.659
NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116	71	29	0.66
AXONOGENESIS%GOBP%GO:0007409	191	79	0.661
MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	124	51	0.662
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 65%5693538	112	46	0.662
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	100	41	0.662
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 65%6804756	88	36	0.664
REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071156	88	36	0.664
MITOTIC DNA DAMAGE CHECKPOINT%GOBP%GO:0044773	88	36	0.664
PROTEIN METHYLATION%GOBP%GO:0006479	59	24	0.664
PROTEIN ALKYLATION%GOBP%GO:0008213	59	24	0.664
REGULATION OF ANATOMICAL STRUCTURE SIZE%GOBP%GO:0090066	227	94	0.665
PID_RHOA_PATHWAY%MSIGDB_C2%PID_RHOA_PATHWAY	42	17	0.665
RHOA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RHOA SIGNALING PATHWAY	42	17	0.665
TRNA AMINOACYLATION%REACTOME DATABASE ID RELEASE 65%379724	42	17	0.665
POSTTRANSCRIPTIONAL GENE SILENCING BY RNA%GOBP%GO:0035194	42	17	0.665
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	42	17	0.665
POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887	42	17	0.665
COPI-DEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME DATABASE ID RELEASE 65%6811434	76	31	0.666
REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033135	76	31	0.666
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GOBP%GO:0010769	141	58	0.667
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	129	53	0.667
CARDIAC CONDUCTION%REACTOME DATABASE ID RELEASE 65%5576891	93	38	0.669
TNFR2 NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5668541.2	93	38	0.669
INTEGRATION OF ENERGY METABOLISM%REACTOME DATABASE ID RELEASE 65%163685	93	38	0.669
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	64	26	0.67
RNA POLYMERASE II TRANSCRIBES SNRNA GENES%REACTOME%R-HSA-6807505.2	64	26	0.67
BMP SIGNALING PATHWAY%GOBP%GO:0030509	64	26	0.67
SNRNA TRANSCRIPTION%GOBP%GO:0009301	64	26	0.67
SNRNA TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0042795	64	26	0.67
REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0008593	64	26	0.67
STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401	64	26	0.67
NUCLEOSOME ASSEMBLY%REACTOME%R-HSA-774815.1	47	19	0.67
DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 65%606279	47	19	0.67
AMINO ACID ACTIVATION%GOBP%GO:0043038	47	19	0.67
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030512	47	19	0.67
NEGATIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903845	47	19	0.67
TRNA AMINOACYLATION%GOBP%GO:0043039	47	19	0.67
CELLULAR IRON ION HOMEOSTASIS%GOBP%GO:0006879	47	19	0.67
LIPID LOCALIZATION%GOBP%GO:0010876	134	55	0.672
CELLULAR RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0031668	134	55	0.672
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	20	8	0.673
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE%REACTOME DATABASE ID RELEASE 65%6803204	20	8	0.673
NEGATIVE REGULATION OF MET ACTIVITY%REACTOME%R-HSA-6807004.1	20	8	0.673
CALCIUM ION IMPORT%GOBP%GO:0070509	20	8	0.673
POSITIVE REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045684	20	8	0.673
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	20	8	0.673
PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	20	8	0.673
PHOSPHATIDYLCHOLINE ACYL-CHAIN REMODELING%GOBP%GO:0036151	20	8	0.673
HEME METABOLIC PROCESS%GOBP%GO:0042168	20	8	0.673
REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033006	20	8	0.673
CHROMOSOME ORGANIZATION INVOLVED IN MEIOTIC CELL CYCLE%GOBP%GO:0070192	20	8	0.673
POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031346	182	75	0.674
PID_DNA_PK_PATHWAY%MSIGDB_C2%PID_DNA_PK_PATHWAY	15	6	0.674
PID_ARF6_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ARF6_DOWNSTREAM_PATHWAY	15	6	0.674
ARF6 DOWNSTREAM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 DOWNSTREAM PATHWAY	15	6	0.674
JAK STAT SIGNALING PATHWAY%PANTHER PATHWAY%P00038	15	6	0.674
TRP CHANNELS%REACTOME%R-HSA-3295583.1	15	6	0.674
MRNA DECAY BY 5' TO 3' EXORIBONUCLEASE%REACTOME%R-HSA-430039.1	15	6	0.674
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME%R-HSA-888590.1	15	6	0.674
WNT5A-DEPENDENT INTERNALIZATION OF FZD4%REACTOME%R-HSA-5099900.1	15	6	0.674
MRNA DECAY BY 3' TO 5' EXORIBONUCLEASE%REACTOME%R-HSA-429958.2	15	6	0.674
HIPPOCAMPUS DEVELOPMENT%GOBP%GO:0021766	15	6	0.674
NEGATIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033137	15	6	0.674
NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947	15	6	0.674
GLUTAMINE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009065	15	6	0.674
MUSCLE FIBER DEVELOPMENT%GOBP%GO:0048747	15	6	0.674
REGULATION OF PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0032462	15	6	0.674
EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:0097192	15	6	0.674
CALCIUM-MEDIATED SIGNALING USING INTRACELLULAR CALCIUM SOURCE%GOBP%GO:0035584	15	6	0.674
INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030520	15	6	0.674
HISTONE H2A ACETYLATION%GOBP%GO:0043968	15	6	0.674
RESPONSE TO ATP%GOBP%GO:0033198	15	6	0.674
OVARIAN FOLLICLE DEVELOPMENT%GOBP%GO:0001541	15	6	0.674
SODIUM ION HOMEOSTASIS%GOBP%GO:0055078	15	6	0.674
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0010804	15	6	0.674
POSITIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0045606	15	6	0.674
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	15	6	0.674
CENTRIOLE REPLICATION%GOBP%GO:0007099	15	6	0.674
SUBSTRATE-DEPENDENT CELL MIGRATION%GOBP%GO:0006929	15	6	0.674
DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:0071542	15	6	0.674
NEUROTRANSMITTER BIOSYNTHETIC PROCESS%GOBP%GO:0042136	15	6	0.674
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001032	15	6	0.674
NUCLEAR ENVELOPE REASSEMBLY%GOBP%GO:0031468	15	6	0.674
SIGNAL TRANSDUCTION IN ABSENCE OF LIGAND%GOBP%GO:0038034	15	6	0.674
POST-TRANSLATIONAL MODIFICATION: SYNTHESIS OF GPI-ANCHORED PROTEINS%REACTOME DATABASE ID RELEASE 65%163125	69	28	0.675
PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0018107	69	28	0.675
NEGATIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051494	69	28	0.675
3-PHOSPHOINOSITIDE BIOSYNTHESIS%HUMANCYC%PWY-6352	25	10	0.675
PID_WNT_SIGNALING_PATHWAY%MSIGDB_C2%PID_WNT_SIGNALING_PATHWAY	25	10	0.675
5HT4 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04376	25	10	0.675
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%R-HSA-170822.3	25	10	0.675
FGFR2 ALTERNATIVE SPLICING%REACTOME DATABASE ID RELEASE 65%6803529	25	10	0.675
REPLICATION FORK PROCESSING%GOBP%GO:0031297	25	10	0.675
EXCRETION%GOBP%GO:0007588	25	10	0.675
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:1902229	25	10	0.675
CELLULAR SENESCENCE%GOBP%GO:0090398	25	10	0.675
GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901068	25	10	0.675
NUCLEOTIDE-SUGAR METABOLIC PROCESS%GOBP%GO:0009225	25	10	0.675
PTERIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0042558	25	10	0.675
CELLULAR RESPONSE TO CAMP%GOBP%GO:0071320	25	10	0.675
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	127	52	0.678
PID_AVB3_OPN_PATHWAY%MSIGDB_C2%PID_AVB3_OPN_PATHWAY	30	12	0.678
BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY	30	12	0.678
PID_NETRIN_PATHWAY%MSIGDB_C2%PID_NETRIN_PATHWAY	30	12	0.678
NETRIN-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NETRIN-MEDIATED SIGNALING EVENTS	30	12	0.678
OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS	30	12	0.678
FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020	30	12	0.678
SIGNALING BY NOTCH2%REACTOME%R-HSA-1980145.2	30	12	0.678
ACTIVATED NOTCH1 TRANSMITS SIGNAL TO THE NUCLEUS%REACTOME DATABASE ID RELEASE 65%2122948	30	12	0.678
TERMINATION OF RNA POLYMERASE I TRANSCRIPTION%GOBP%GO:0006363	30	12	0.678
RESPONSE TO AMMONIUM ION%GOBP%GO:0060359	30	12	0.678
HORMONE BIOSYNTHETIC PROCESS%GOBP%GO:0042446	30	12	0.678
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:2000142	30	12	0.678
ION HOMEOSTASIS%GOBP%GO:0050801	416	173	0.68
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	211	87	0.68
PUTRESCINE DEGRADATION III%HUMANCYC%PWY-0	10	4	0.68
NAD BIOSYNTHESIS II (FROM TRYPTOPHAN)%HUMANCYC%NADSYN-PWY	10	4	0.68
BIOCARTA_RANMS_PATHWAY%MSIGDB_C2%BIOCARTA_RANMS_PATHWAY	10	4	0.68
ACTIVATED NTRK2 SIGNALS THROUGH FRS2 AND FRS3%REACTOME DATABASE ID RELEASE 65%9028731	10	4	0.68
NEF MEDIATED DOWNREGULATION OF MHC CLASS I COMPLEX CELL SURFACE EXPRESSION%REACTOME DATABASE ID RELEASE 65%164940	10	4	0.68
HEME BIOSYNTHESIS%REACTOME%R-HSA-189451.1	10	4	0.68
MITOCHONDRIAL IRON-SULFUR CLUSTER BIOGENESIS%REACTOME%R-HSA-1362409.2	10	4	0.68
ERBB2 ACTIVATES PTK6 SIGNALING%REACTOME DATABASE ID RELEASE 65%8847993	10	4	0.68
CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII%REACTOME%R-HSA-442729.1	10	4	0.68
VLDLR INTERNALISATION AND DEGRADATION%REACTOME DATABASE ID RELEASE 65%8866427	10	4	0.68
ADENYLATE CYCLASE ACTIVATING PATHWAY%REACTOME DATABASE ID RELEASE 65%170660	10	4	0.68
TRAF6 MEDIATED IRF7 ACTIVATION IN TLR7 8 OR 9 SIGNALING%REACTOME DATABASE ID RELEASE 65%975110	10	4	0.68
ACTIVATION OF THE AP-1 FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-450341.1	10	4	0.68
INTERLEUKIN-27 SIGNALING%REACTOME DATABASE ID RELEASE 65%9020956	10	4	0.68
IRAK1 RECRUITS IKK COMPLEX%REACTOME DATABASE ID RELEASE 65%937039	10	4	0.68
IRAK1 RECRUITS IKK COMPLEX UPON TLR7 8 OR 9 STIMULATION%REACTOME DATABASE ID RELEASE 65%975144	10	4	0.68
SHC-MEDIATED CASCADE:FGFR4%REACTOME%R-HSA-5654719.2	10	4	0.68
ACYL CHAIN REMODELLING OF PI%REACTOME%R-HSA-1482922.2	10	4	0.68
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903204	10	4	0.68
NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010801	10	4	0.68
MITOCHONDRION TRANSPORT ALONG MICROTUBULE%GOBP%GO:0047497	10	4	0.68
GALACTOSE METABOLIC PROCESS%GOBP%GO:0006012	10	4	0.68
METHIONINE BIOSYNTHETIC PROCESS%GOBP%GO:0009086	10	4	0.68
REGULATION OF NMDA RECEPTOR ACTIVITY%GOBP%GO:2000310	10	4	0.68
CARNITINE METABOLIC PROCESS%GOBP%GO:0009437	10	4	0.68
INTERLEUKIN-27-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070106	10	4	0.68
INDOLALKYLAMINE METABOLIC PROCESS%GOBP%GO:0006586	10	4	0.68
RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES%GOBP%GO:0000712	10	4	0.68
LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR CATABOLIC PROCESS%GOBP%GO:0032802	10	4	0.68
ESTABLISHMENT OF ENDOTHELIAL INTESTINAL BARRIER%GOBP%GO:0090557	10	4	0.68
NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030835	10	4	0.68
REGULATION OF MITOTIC CENTROSOME SEPARATION%GOBP%GO:0046602	10	4	0.68
L-SERINE METABOLIC PROCESS%GOBP%GO:0006563	10	4	0.68
T CELL HOMEOSTASIS%GOBP%GO:0043029	10	4	0.68
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX IV ASSEMBLY%GOBP%GO:0033617	10	4	0.68
TELOMERE MAINTENANCE IN RESPONSE TO DNA DAMAGE%GOBP%GO:0043247	10	4	0.68
GOLGI LOCALIZATION%GOBP%GO:0051645	10	4	0.68
REGULATION OF ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060628	10	4	0.68
KINETOCHORE ORGANIZATION%GOBP%GO:0051383	10	4	0.68
REGULATION OF CATECHOLAMINE SECRETION%GOBP%GO:0050433	10	4	0.68
SIGNAL PEPTIDE PROCESSING%GOBP%GO:0006465	10	4	0.68
NEGATIVE REGULATION OF ATPASE ACTIVITY%GOBP%GO:0032780	10	4	0.68
POSITIVE REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901838	10	4	0.68
NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0007194	10	4	0.68
ANIMAL ORGAN MATURATION%GOBP%GO:0048799	10	4	0.68
SERINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009070	10	4	0.68
REGULATION OF INCLUSION BODY ASSEMBLY%GOBP%GO:0090083	10	4	0.68
ESTABLISHMENT OF MITOCHONDRION LOCALIZATION, MICROTUBULE-MEDIATED%GOBP%GO:0034643	10	4	0.68
REGULATION OF PROTEIN LOCALIZATION TO CENTROSOME%GOBP%GO:1904779	10	4	0.68
NEGATIVE REGULATION OF CARDIOCYTE DIFFERENTIATION%GOBP%GO:1905208	10	4	0.68
DNA DEAMINATION%GOBP%GO:0045006	10	4	0.68
PHOSPHATIDYLINOSITOL ACYL-CHAIN REMODELING%GOBP%GO:0036149	10	4	0.68
CELLULAR BIOGENIC AMINE BIOSYNTHETIC PROCESS%GOBP%GO:0042401	10	4	0.68
WATER TRANSPORT%GOBP%GO:0006833	10	4	0.68
NEGATIVE REGULATION OF CYCLASE ACTIVITY%GOBP%GO:0031280	10	4	0.68
REGULATION OF HIPPO SIGNALING%GOBP%GO:0035330	10	4	0.68
DETECTION OF CALCIUM ION%GOBP%GO:0005513	10	4	0.68
INTERMEDIATE FILAMENT ORGANIZATION%GOBP%GO:0045109	10	4	0.68
NEURON FATE COMMITMENT%GOBP%GO:0048663	10	4	0.68
ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380	10	4	0.68
MOTOR NEURON AXON GUIDANCE%GOBP%GO:0008045	10	4	0.68
REGULATION OF DNA DAMAGE CHECKPOINT%GOBP%GO:2000001	10	4	0.68
NUCLEAR PORE COMPLEX ASSEMBLY%GOBP%GO:0051292	10	4	0.68
MITRAL VALVE DEVELOPMENT%GOBP%GO:0003174	10	4	0.68
OOCYTE DEVELOPMENT%GOBP%GO:0048599	10	4	0.68
SEX DETERMINATION%GOBP%GO:0007530	10	4	0.68
CENTRAL NERVOUS SYSTEM PROJECTION NEURON AXONOGENESIS%GOBP%GO:0021952	10	4	0.68
CELLULAR CHEMICAL HOMEOSTASIS%GOBP%GO:0055082	378	157	0.681
PEPTIDYL-THREONINE MODIFICATION%GOBP%GO:0018210	74	30	0.681
REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930	57	23	0.681
HEDGEHOG%IOB%HEDGEHOG	35	14	0.682
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	35	14	0.682
HEDGEHOG%NETPATH%HEDGEHOG	35	14	0.682
SIGNALING BY FGFR1%REACTOME%R-HSA-5654736.4	35	14	0.682
DEVELOPMENT OF PRIMARY MALE SEXUAL CHARACTERISTICS%GOBP%GO:0046546	35	14	0.682
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760	35	14	0.682
ENDOPLASMIC RETICULUM ORGANIZATION%GOBP%GO:0007029	35	14	0.682
CELLULAR ION HOMEOSTASIS%GOBP%GO:0006873	340	141	0.683
REGULATION OF MULTI-ORGANISM PROCESS%GOBP%GO:0043900	247	102	0.683
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	91	37	0.683
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	91	37	0.683
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	91	37	0.683
CELLULAR CATION HOMEOSTASIS%GOBP%GO:0030003	333	138	0.685
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	79	32	0.686
RESPONSE TO FIBROBLAST GROWTH FACTOR%GOBP%GO:0071774	79	32	0.686
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905330	79	32	0.686
AQUAPORIN-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 65%445717	40	16	0.686
