name	descr	pvalue	qvalue
NEGATIVE REGULATION OF VITAMIN D BIOSYNTHETIC PROCESS%GOBP%GO:0010957	NEGATIVE REGULATION OF VITAMIN D BIOSYNTHETIC PROCESS%GOBP%GO:0010957	0.706	1
CELLULAR ANION HOMEOSTASIS%GOBP%GO:0030002	CELLULAR ANION HOMEOSTASIS%GOBP%GO:0030002	0.706	1
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051006	POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051006	0.706	1
REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1901317	REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1901317	0.706	1
HEART TRABECULA FORMATION%GOBP%GO:0060347	HEART TRABECULA FORMATION%GOBP%GO:0060347	0.706	1
PHOSPHATE ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035435	PHOSPHATE ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035435	0.706	1
POSITIVE REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010886	POSITIVE REGULATION OF CHOLESTEROL STORAGE%GOBP%GO:0010886	0.706	1
POSITIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000321	POSITIVE REGULATION OF T-HELPER 17 CELL DIFFERENTIATION%GOBP%GO:2000321	0.706	1
PARTURITION%GOBP%GO:0007567	PARTURITION%GOBP%GO:0007567	0.706	1
SEGMENT SPECIFICATION%GOBP%GO:0007379	SEGMENT SPECIFICATION%GOBP%GO:0007379	0.706	1
FUCOSYLATION%GOBP%GO:0036065	FUCOSYLATION%GOBP%GO:0036065	0.706	1
MULTICELLULAR ORGANISMAL IRON ION HOMEOSTASIS%GOBP%GO:0060586	MULTICELLULAR ORGANISMAL IRON ION HOMEOSTASIS%GOBP%GO:0060586	0.706	1
AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	0.706	1
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	0.706	1
NERVE GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038180	NERVE GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:0038180	0.706	1
AMINO-ACID BETAINE TRANSPORT%GOBP%GO:0015838	AMINO-ACID BETAINE TRANSPORT%GOBP%GO:0015838	0.706	1
PLASMA MEMBRANE RAFT ORGANIZATION%GOBP%GO:0044857	PLASMA MEMBRANE RAFT ORGANIZATION%GOBP%GO:0044857	0.706	1
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:1905461	POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:1905461	0.706	1
NEGATIVE REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0045835	NEGATIVE REGULATION OF MEIOTIC NUCLEAR DIVISION%GOBP%GO:0045835	0.706	1
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951	POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951	0.707	1
REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	0.707	1
PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY	PID_BCR_5PATHWAY%MSIGDB_C2%PID_BCR_5PATHWAY	0.707	1
UNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:0033559	UNSATURATED FATTY ACID METABOLIC PROCESS%GOBP%GO:0033559	0.707	1
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS%MSIGDB_C2%ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS%MSIGDB_C2%ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.707	1
CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198	CELLULAR RESPONSE TO AMINO ACID STARVATION%GOBP%GO:0034198	0.707	1
CELLULAR RESPONSE TO DSRNA%GOBP%GO:0071359	CELLULAR RESPONSE TO DSRNA%GOBP%GO:0071359	0.707	1
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	0.707	1
D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM%HUMANCYC%PWY-6367	D-<I>MYO< I>-INOSITOL-5-PHOSPHATE METABOLISM%HUMANCYC%PWY-6367	0.707	1
BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	BIOCARTA_NGF_PATHWAY%MSIGDB_C2%BIOCARTA_NGF_PATHWAY	0.707	1
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 65%73980	RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 65%73980	0.707	1
RNA POLYMERASE III CHAIN ELONGATION%REACTOME%R-HSA-73780.2	RNA POLYMERASE III CHAIN ELONGATION%REACTOME%R-HSA-73780.2	0.707	1
MOLTING CYCLE%GOBP%GO:0042303	MOLTING CYCLE%GOBP%GO:0042303	0.707	1
NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687	NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687	0.707	1
FACE DEVELOPMENT%GOBP%GO:0060324	FACE DEVELOPMENT%GOBP%GO:0060324	0.707	1
POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010800	POSITIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010800	0.707	1
REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	0.707	1
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	0.707	1
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	0.707	1
HAIR CYCLE%GOBP%GO:0042633	HAIR CYCLE%GOBP%GO:0042633	0.707	1
REGULATION OF CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0099623	REGULATION OF CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0099623	0.707	1
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0032515	NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0032515	0.707	1
ORGANIC CATION TRANSPORT%GOBP%GO:0015695	ORGANIC CATION TRANSPORT%GOBP%GO:0015695	0.707	1
PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986	PROTEIN-DNA COMPLEX DISASSEMBLY%GOBP%GO:0032986	0.707	1
NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000272	NEGATIVE REGULATION OF SIGNALING RECEPTOR ACTIVITY%GOBP%GO:2000272	0.707	1
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051154	NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051154	0.707	1
MODULATION BY VIRUS OF HOST PROCESS%GOBP%GO:0019054	MODULATION BY VIRUS OF HOST PROCESS%GOBP%GO:0019054	0.707	1
MEMBRANE LIPID CATABOLIC PROCESS%GOBP%GO:0046466	MEMBRANE LIPID CATABOLIC PROCESS%GOBP%GO:0046466	0.707	1
PHOTOPERIODISM%GOBP%GO:0009648	PHOTOPERIODISM%GOBP%GO:0009648	0.707	1
CHROMATIN ASSEMBLY%GOBP%GO:0031497	CHROMATIN ASSEMBLY%GOBP%GO:0031497	0.709	1
MEIOTIC CELL CYCLE%GOBP%GO:0051321	MEIOTIC CELL CYCLE%GOBP%GO:0051321	0.709	1
G-CSF%IOB%G-CSF	G-CSF%IOB%G-CSF	0.71	1
NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	NEGATIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120163	0.71	1
PALLIUM DEVELOPMENT%GOBP%GO:0021543	PALLIUM DEVELOPMENT%GOBP%GO:0021543	0.71	1
POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0016441	0.71	1
PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006626	PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006626	0.71	1
CENTROSOME CYCLE%GOBP%GO:0007098	CENTROSOME CYCLE%GOBP%GO:0007098	0.711	1
REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901184	REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901184	0.711	1
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	0.711	1
REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	0.713	1
PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	PID_ARF6_TRAFFICKING_PATHWAY%MSIGDB_C2%PID_ARF6_TRAFFICKING_PATHWAY	0.713	1
MUSCARINIC ACETYLCHOLINE RECEPTOR 1 AND 3 SIGNALING PATHWAY%PANTHER PATHWAY%P00042	MUSCARINIC ACETYLCHOLINE RECEPTOR 1 AND 3 SIGNALING PATHWAY%PANTHER PATHWAY%P00042	0.713	1
INTERLEUKIN-12 FAMILY SIGNALING%REACTOME%R-HSA-447115.5	INTERLEUKIN-12 FAMILY SIGNALING%REACTOME%R-HSA-447115.5	0.713	1
RESPONSE TO HYPOXIA%GOBP%GO:0001666	RESPONSE TO HYPOXIA%GOBP%GO:0001666	0.715	1
D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION%HUMANCYC%PWY-6363	D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION%HUMANCYC%PWY-6363	0.715	1
BIOCARTA_RB_PATHWAY%MSIGDB_C2%BIOCARTA_RB_PATHWAY	BIOCARTA_RB_PATHWAY%MSIGDB_C2%BIOCARTA_RB_PATHWAY	0.715	1
BIOCARTA_P27_PATHWAY%MSIGDB_C2%BIOCARTA_P27_PATHWAY	BIOCARTA_P27_PATHWAY%MSIGDB_C2%BIOCARTA_P27_PATHWAY	0.715	1
FRS-MEDIATED FGFR4 SIGNALING%REACTOME DATABASE ID RELEASE 65%5654712	FRS-MEDIATED FGFR4 SIGNALING%REACTOME DATABASE ID RELEASE 65%5654712	0.715	1
INHIBITION OF ADENYLATE CYCLASE PATHWAY%REACTOME DATABASE ID RELEASE 65%997269	INHIBITION OF ADENYLATE CYCLASE PATHWAY%REACTOME DATABASE ID RELEASE 65%997269	0.715	1
INHIBITION OF REPLICATION INITIATION OF DAMAGED DNA BY RB1 E2F1%REACTOME DATABASE ID RELEASE 65%113501	INHIBITION OF REPLICATION INITIATION OF DAMAGED DNA BY RB1 E2F1%REACTOME DATABASE ID RELEASE 65%113501	0.715	1
REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 65%8934593	REGULATION OF RUNX1 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 65%8934593	0.715	1
DEGRADATION OF CYSTEINE AND HOMOCYSTEINE%REACTOME DATABASE ID RELEASE 65%1614558	DEGRADATION OF CYSTEINE AND HOMOCYSTEINE%REACTOME DATABASE ID RELEASE 65%1614558	0.715	1
TRAF3-DEPENDENT IRF ACTIVATION PATHWAY%REACTOME%R-HSA-918233.1	TRAF3-DEPENDENT IRF ACTIVATION PATHWAY%REACTOME%R-HSA-918233.1	0.715	1
ADENYLATE CYCLASE INHIBITORY PATHWAY%REACTOME%R-HSA-170670.1	ADENYLATE CYCLASE INHIBITORY PATHWAY%REACTOME%R-HSA-170670.1	0.715	1
GRB2 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 65%1963640	GRB2 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 65%1963640	0.715	1
PTK6 REGULATES RHO GTPASES, RAS GTPASE AND MAP KINASES%REACTOME DATABASE ID RELEASE 65%8849471	PTK6 REGULATES RHO GTPASES, RAS GTPASE AND MAP KINASES%REACTOME DATABASE ID RELEASE 65%8849471	0.715	1
P75NTR RECRUITS SIGNALLING COMPLEXES%REACTOME%R-HSA-209543.1	P75NTR RECRUITS SIGNALLING COMPLEXES%REACTOME%R-HSA-209543.1	0.715	1
TNF RECEPTOR SUPERFAMILY (TNFSF) MEMBERS MEDIATING NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5676594.1	TNF RECEPTOR SUPERFAMILY (TNFSF) MEMBERS MEDIATING NON-CANONICAL NF-KB PATHWAY%REACTOME%R-HSA-5676594.1	0.715	1
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME%R-HSA-350054.2	NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME%R-HSA-350054.2	0.715	1
ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034314	ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034314	0.715	1
POSITIVE REGULATION OF MESONEPHROS DEVELOPMENT%GOBP%GO:0061213	POSITIVE REGULATION OF MESONEPHROS DEVELOPMENT%GOBP%GO:0061213	0.715	1
HOMOLOGOUS CHROMOSOME SEGREGATION%GOBP%GO:0045143	HOMOLOGOUS CHROMOSOME SEGREGATION%GOBP%GO:0045143	0.715	1
CENTRAL NERVOUS SYSTEM NEURON AXONOGENESIS%GOBP%GO:0021955	CENTRAL NERVOUS SYSTEM NEURON AXONOGENESIS%GOBP%GO:0021955	0.715	1
ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009068	ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009068	0.715	1
TOXIN METABOLIC PROCESS%GOBP%GO:0009404	TOXIN METABOLIC PROCESS%GOBP%GO:0009404	0.715	1
PROTEIN MANNOSYLATION%GOBP%GO:0035268	PROTEIN MANNOSYLATION%GOBP%GO:0035268	0.715	1
REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903140	REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER%GOBP%GO:1903140	0.715	1
NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	0.715	1
C-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0018410	C-TERMINAL PROTEIN AMINO ACID MODIFICATION%GOBP%GO:0018410	0.715	1
IRON ION IMPORT%GOBP%GO:0097286	IRON ION IMPORT%GOBP%GO:0097286	0.715	1
BILE ACID AND BILE SALT TRANSPORT%GOBP%GO:0015721	BILE ACID AND BILE SALT TRANSPORT%GOBP%GO:0015721	0.715	1
REGULATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0045761	REGULATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0045761	0.715	1
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	0.715	1
POSITIVE REGULATION OF CHOLESTEROL EFFLUX%GOBP%GO:0010875	POSITIVE REGULATION OF CHOLESTEROL EFFLUX%GOBP%GO:0010875	0.715	1
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS%GOBP%GO:0042982	AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS%GOBP%GO:0042982	0.715	1
POSITIVE REGULATION OF LEUKOCYTE DEGRANULATION%GOBP%GO:0043302	POSITIVE REGULATION OF LEUKOCYTE DEGRANULATION%GOBP%GO:0043302	0.715	1
REGULATION OF AXON GUIDANCE%GOBP%GO:1902667	REGULATION OF AXON GUIDANCE%GOBP%GO:1902667	0.715	1
OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009312	OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009312	0.715	1
MICROVILLUS ORGANIZATION%GOBP%GO:0032528	MICROVILLUS ORGANIZATION%GOBP%GO:0032528	0.715	1
MICROVILLUS ASSEMBLY%GOBP%GO:0030033	MICROVILLUS ASSEMBLY%GOBP%GO:0030033	0.715	1
MAINTENANCE OF CELL POLARITY%GOBP%GO:0030011	MAINTENANCE OF CELL POLARITY%GOBP%GO:0030011	0.715	1
REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0043555	REGULATION OF TRANSLATION IN RESPONSE TO STRESS%GOBP%GO:0043555	0.715	1
VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086005	VENTRICULAR CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086005	0.715	1
NEGATIVE REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:1905809	NEGATIVE REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:1905809	0.715	1
ACTIVATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0007190	ACTIVATION OF ADENYLATE CYCLASE ACTIVITY%GOBP%GO:0007190	0.715	1
MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140	MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140	0.715	1
REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901550	REGULATION OF ENDOTHELIAL CELL DEVELOPMENT%GOBP%GO:1901550	0.715	1
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:0097202	ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:0097202	0.715	1
DNA DEMETHYLATION%GOBP%GO:0080111	DNA DEMETHYLATION%GOBP%GO:0080111	0.715	1
HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0001942	HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0001942	0.715	1
GLUCOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0051156	GLUCOSE 6-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0051156	0.715	1
POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090208	POSITIVE REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090208	0.715	1
GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137	GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137	0.715	1
IRON ION HOMEOSTASIS%GOBP%GO:0055072	IRON ION HOMEOSTASIS%GOBP%GO:0055072	0.716	1
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395	0.716	1
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356	REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904356	0.716	1
NEGATIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050768	NEGATIVE REGULATION OF NEUROGENESIS%GOBP%GO:0050768	0.717	1
ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034220	ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034220	0.719	1
REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ORGANIZATION%GOBP%GO:0120035	REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ORGANIZATION%GOBP%GO:0120035	0.719	1
REGULATION OF PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043244	REGULATION OF PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043244	0.719	1
PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585	PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0070585	0.719	1
FATTY ACID DERIVATIVE METABOLIC PROCESS%GOBP%GO:1901568	FATTY ACID DERIVATIVE METABOLIC PROCESS%GOBP%GO:1901568	0.721	1
POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	0.722	1
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903747	REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903747	0.722	1
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0006919	0.722	1
NEUROTRANSMITTER SECRETION%GOBP%GO:0007269	NEUROTRANSMITTER SECRETION%GOBP%GO:0007269	0.722	1
SIGNAL RELEASE FROM SYNAPSE%GOBP%GO:0099643	SIGNAL RELEASE FROM SYNAPSE%GOBP%GO:0099643	0.722	1
CATION HOMEOSTASIS%GOBP%GO:0055080	CATION HOMEOSTASIS%GOBP%GO:0055080	0.723	1
REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0007346	REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0007346	0.724	1
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 65%69275	G2 M TRANSITION%REACTOME DATABASE ID RELEASE 65%69275	0.724	1
SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	0.726	1
RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293	RESPONSE TO DECREASED OXYGEN LEVELS%GOBP%GO:0036293	0.73	1
ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056	ORGANELLE LOCALIZATION BY MEMBRANE TETHERING%GOBP%GO:0140056	0.73	1
IFN-GAMMA%IOB%IFN-GAMMA	IFN-GAMMA%IOB%IFN-GAMMA	0.73	1
HALLMARK_APICAL_SURFACE%MSIGDB_C2%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE%MSIGDB_C2%HALLMARK_APICAL_SURFACE	0.73	1
MITOTIC METAPHASE PLATE CONGRESSION%GOBP%GO:0007080	MITOTIC METAPHASE PLATE CONGRESSION%GOBP%GO:0007080	0.73	1
ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009066	ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009066	0.73	1
PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806	PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806	0.73	1
POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005976	POLYSACCHARIDE METABOLIC PROCESS%GOBP%GO:0005976	0.73	1
REGULATION OF VIRAL TRANSCRIPTION%GOBP%GO:0046782	REGULATION OF VIRAL TRANSCRIPTION%GOBP%GO:0046782	0.73	1
PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	PID_ERBB4_PATHWAY%MSIGDB_C2%PID_ERBB4_PATHWAY	0.73	1
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY%MSIGDB_C2%ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY%MSIGDB_C2%ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.73	1
PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 65%112043	PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 65%112043	0.73	1
INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME%R-HSA-74751.3	INSULIN RECEPTOR SIGNALLING CASCADE%REACTOME%R-HSA-74751.3	0.73	1
VASOPRESSIN REGULATES RENAL WATER HOMEOSTASIS VIA AQUAPORINS%REACTOME DATABASE ID RELEASE 65%432040	VASOPRESSIN REGULATES RENAL WATER HOMEOSTASIS VIA AQUAPORINS%REACTOME DATABASE ID RELEASE 65%432040	0.73	1
CARGO TRAFFICKING TO THE PERICILIARY MEMBRANE%REACTOME%R-HSA-5620920.2	CARGO TRAFFICKING TO THE PERICILIARY MEMBRANE%REACTOME%R-HSA-5620920.2	0.73	1
REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090199	REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA%GOBP%GO:0090199	0.73	1
NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007	NEGATIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032007	0.73	1
CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508	CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508	0.73	1
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	0.73	1
CELLULAR PIGMENTATION%GOBP%GO:0033059	CELLULAR PIGMENTATION%GOBP%GO:0033059	0.73	1
BIOCARTA_MPR_PATHWAY%MSIGDB_C2%BIOCARTA_MPR_PATHWAY	BIOCARTA_MPR_PATHWAY%MSIGDB_C2%BIOCARTA_MPR_PATHWAY	0.73	1
BIOCARTA_AGR_PATHWAY%MSIGDB_C2%BIOCARTA_AGR_PATHWAY	BIOCARTA_AGR_PATHWAY%MSIGDB_C2%BIOCARTA_AGR_PATHWAY	0.73	1
SIGNALING BY MODERATE KINASE ACTIVITY BRAF MUTANTS%REACTOME%R-HSA-6802946.1	SIGNALING BY MODERATE KINASE ACTIVITY BRAF MUTANTS%REACTOME%R-HSA-6802946.1	0.73	1
PARADOXICAL ACTIVATION OF RAF SIGNALING BY KINASE INACTIVE BRAF%REACTOME%R-HSA-6802955.1	PARADOXICAL ACTIVATION OF RAF SIGNALING BY KINASE INACTIVE BRAF%REACTOME%R-HSA-6802955.1	0.73	1
